id,ubicacion,cifra,contexto,fuente_archivo,metodo_calculo,fecha_corte,estado,notas
E08-033,pagina-estado Chihuahua · KPI tasa,347.5,tasa violencia familiar por 100K hab 2025 · Chihuahua,BASES_NACIONALES/panorama_estatal_32.csv + BASES_NACIONALES/poblacion_estatal_conapo.csv (CONAPO pry23 · conapo.segob.gob.mx),"panorama [sesnsp_2025_violencia_familiar] (14,050) / poblacion_2025 (4,043,130) × 100,000 = 347.5",2024,VERIFICADO_AGREGADO,Ranking nacional por tasa: #7 de 32 (1 = mayor tasa)
E08-034,pagina-estado Chihuahua · KPI tasa,35.62,tasa violacion (simple+equiparada) por 100K hab 2025 · Chihuahua,BASES_NACIONALES/panorama_estatal_32.csv + BASES_NACIONALES/poblacion_estatal_conapo.csv (CONAPO pry23 · conapo.segob.gob.mx),"panorama [sesnsp_2025_violacion] (1,440) / poblacion_2025 (4,043,130) × 100,000 = 35.62",2024,VERIFICADO_AGREGADO,Ranking nacional por tasa: #1 de 32 (1 = mayor tasa)
E09-001,pagina-estado Ciudad de México · KPI,"210,384",total carpetas SESNSP 2025 · Ciudad de México,BASES_NACIONALES/panorama_estatal_32.csv + BASES_NACIONALES/delitos_estatales_2015-2025/Estatal-Delitos-2015-2025_abr2026.csv,"panorama_estatal_32.csv columna [sesnsp_2025_total] fila clave_ent=9. Derivado de groupby(Clave_Ent, Subtipo)['_total'].sum() sobre base estatal 2015-2025 · filtros exactos: ver script _construir_panorama_v3.py",2025-12 (corte abr-2026),VERIFICADO_AGREGADO,"10.43% del nacional (2,016,723 en 32 estados). Aparece en KPI de la página-estado."
E09-002,pagina-estado Ciudad de México · KPI,761,homicidio doloso 2025 · Ciudad de México,BASES_NACIONALES/panorama_estatal_32.csv + BASES_NACIONALES/delitos_estatales_2015-2025/Estatal-Delitos-2015-2025_abr2026.csv,"panorama_estatal_32.csv columna [sesnsp_2025_hd] fila clave_ent=9. Derivado de groupby(Clave_Ent, Subtipo)['_total'].sum() sobre base estatal 2015-2025 · filtros exactos: ver script _construir_panorama_v3.py",2025-12 (corte abr-2026),VERIFICADO_AGREGADO,"3.81% del nacional (19,987 en 32 estados). Aparece en KPI de la página-estado."
E09-003,pagina-estado Ciudad de México · tabla,753,homicidio culposo 2025 · Ciudad de México,BASES_NACIONALES/panorama_estatal_32.csv + BASES_NACIONALES/delitos_estatales_2015-2025/Estatal-Delitos-2015-2025_abr2026.csv,"panorama_estatal_32.csv columna [sesnsp_2025_hc] fila clave_ent=9. Derivado de groupby(Clave_Ent, Subtipo)['_total'].sum() sobre base estatal 2015-2025 · filtros exactos: ver script _construir_panorama_v3.py",2025-12 (corte abr-2026),VERIFICADO_AGREGADO,"4.44% del nacional (16,945 en 32 estados). Aparece en tabla de la página-estado."
E09-004,pagina-estado Ciudad de México · KPI,44,feminicidio 2025 · Ciudad de México,BASES_NACIONALES/panorama_estatal_32.csv + BASES_NACIONALES/delitos_estatales_2015-2025/Estatal-Delitos-2015-2025_abr2026.csv,"panorama_estatal_32.csv columna [sesnsp_2025_feminicidio] fila clave_ent=9. Derivado de groupby(Clave_Ent, Subtipo)['_total'].sum() sobre base estatal 2015-2025 · filtros exactos: ver script _construir_panorama_v3.py",2025-12 (corte abr-2026),VERIFICADO_AGREGADO,6.19% del nacional (711 en 32 estados). Aparece en KPI de la página-estado.
E09-005,pagina-estado Ciudad de México · KPI,"1,753",extorsión 2025 · Ciudad de México,BASES_NACIONALES/panorama_estatal_32.csv + BASES_NACIONALES/delitos_estatales_2015-2025/Estatal-Delitos-2015-2025_abr2026.csv,"panorama_estatal_32.csv columna [sesnsp_2025_extorsion] fila clave_ent=9. Derivado de groupby(Clave_Ent, Subtipo)['_total'].sum() sobre base estatal 2015-2025 · filtros exactos: ver script _construir_panorama_v3.py",2025-12 (corte abr-2026),VERIFICADO_AGREGADO,"16.68% del nacional (10,507 en 32 estados). Aparece en KPI de la página-estado."
E09-006,pagina-estado Ciudad de México · tabla,26,secuestro 2025 · Ciudad de México,BASES_NACIONALES/panorama_estatal_32.csv + BASES_NACIONALES/delitos_estatales_2015-2025/Estatal-Delitos-2015-2025_abr2026.csv,"panorama_estatal_32.csv columna [sesnsp_2025_secuestro] fila clave_ent=9. Derivado de groupby(Clave_Ent, Subtipo)['_total'].sum() sobre base estatal 2015-2025 · filtros exactos: ver script _construir_panorama_v3.py",2025-12 (corte abr-2026),VERIFICADO_AGREGADO,5.60% del nacional (464 en 32 estados). Aparece en tabla de la página-estado.
E09-007,pagina-estado Ciudad de México · tabla,"6,030",narcomenudeo 2025 · Ciudad de México,BASES_NACIONALES/panorama_estatal_32.csv + BASES_NACIONALES/delitos_estatales_2015-2025/Estatal-Delitos-2015-2025_abr2026.csv,"panorama_estatal_32.csv columna [sesnsp_2025_narcomenudeo] fila clave_ent=9. Derivado de groupby(Clave_Ent, Subtipo)['_total'].sum() sobre base estatal 2015-2025 · filtros exactos: ver script _construir_panorama_v3.py",2025-12 (corte abr-2026),VERIFICADO_AGREGADO,"5.79% del nacional (104,207 en 32 estados). Aparece en tabla de la página-estado."
E09-008,pagina-estado Ciudad de México · KPI,"33,712",violencia familiar 2025 · Ciudad de México,BASES_NACIONALES/panorama_estatal_32.csv + BASES_NACIONALES/delitos_estatales_2015-2025/Estatal-Delitos-2015-2025_abr2026.csv,"panorama_estatal_32.csv columna [sesnsp_2025_violencia_familiar] fila clave_ent=9. Derivado de groupby(Clave_Ent, Subtipo)['_total'].sum() sobre base estatal 2015-2025 · filtros exactos: ver script _construir_panorama_v3.py",2025-12 (corte abr-2026),VERIFICADO_AGREGADO,"12.64% del nacional (266,760 en 32 estados). Aparece en KPI de la página-estado."
E09-009,pagina-estado Ciudad de México · tabla,"63,452",robo (amplio · incluye allanamiento) 2025 · Ciudad de México,BASES_NACIONALES/panorama_estatal_32.csv + BASES_NACIONALES/delitos_estatales_2015-2025/Estatal-Delitos-2015-2025_abr2026.csv,"panorama_estatal_32.csv columna [sesnsp_2025_robo_amplio] fila clave_ent=9. Derivado de groupby(Clave_Ent, Subtipo)['_total'].sum() sobre base estatal 2015-2025 · filtros exactos: ver script _construir_panorama_v3.py",2025-12 (corte abr-2026),VERIFICADO_AGREGADO,"13.38% del nacional (474,378 en 32 estados). Aparece en tabla de la página-estado."
E09-010,pagina-estado Ciudad de México · tabla,"5,015",lesiones dolosas 2025 · Ciudad de México,BASES_NACIONALES/panorama_estatal_32.csv + BASES_NACIONALES/delitos_estatales_2015-2025/Estatal-Delitos-2015-2025_abr2026.csv,"panorama_estatal_32.csv columna [sesnsp_2025_lesiones_dolosas] fila clave_ent=9. Derivado de groupby(Clave_Ent, Subtipo)['_total'].sum() sobre base estatal 2015-2025 · filtros exactos: ver script _construir_panorama_v3.py",2025-12 (corte abr-2026),VERIFICADO_AGREGADO,"3.20% del nacional (156,623 en 32 estados). Aparece en tabla de la página-estado."
E09-011,pagina-estado Ciudad de México · tabla,"3,779",abuso sexual 2025 · Ciudad de México,BASES_NACIONALES/panorama_estatal_32.csv + BASES_NACIONALES/delitos_estatales_2015-2025/Estatal-Delitos-2015-2025_abr2026.csv,"panorama_estatal_32.csv columna [sesnsp_2025_abuso_sexual] fila clave_ent=9. Derivado de groupby(Clave_Ent, Subtipo)['_total'].sum() sobre base estatal 2015-2025 · filtros exactos: ver script _construir_panorama_v3.py",2025-12 (corte abr-2026),VERIFICADO_AGREGADO,"11.43% del nacional (33,050 en 32 estados). Aparece en tabla de la página-estado."
E09-012,pagina-estado Ciudad de México · tabla,"2,101",violación 2025 · Ciudad de México,BASES_NACIONALES/panorama_estatal_32.csv + BASES_NACIONALES/delitos_estatales_2015-2025/Estatal-Delitos-2015-2025_abr2026.csv,"panorama_estatal_32.csv columna [sesnsp_2025_violacion] fila clave_ent=9. Derivado de groupby(Clave_Ent, Subtipo)['_total'].sum() sobre base estatal 2015-2025 · filtros exactos: ver script _construir_panorama_v3.py",2025-12 (corte abr-2026),VERIFICADO_AGREGADO,"10.36% del nacional (20,280 en 32 estados). Aparece en tabla de la página-estado."
E09-013,pagina-estado Ciudad de México · tabla,"19,810",amenazas 2025 · Ciudad de México,BASES_NACIONALES/panorama_estatal_32.csv + BASES_NACIONALES/delitos_estatales_2015-2025/Estatal-Delitos-2015-2025_abr2026.csv,"panorama_estatal_32.csv columna [sesnsp_2025_amenazas] fila clave_ent=9. Derivado de groupby(Clave_Ent, Subtipo)['_total'].sum() sobre base estatal 2015-2025 · filtros exactos: ver script _construir_panorama_v3.py",2025-12 (corte abr-2026),VERIFICADO_AGREGADO,"14.26% del nacional (138,874 en 32 estados). Aparece en tabla de la página-estado."
E09-014,pagina-estado Ciudad de México · gráfico serie HD,798/906/1048/1364/1396/1128/921/709/780/813/761,Serie homicidio doloso 2015-2025 · Ciudad de México,BASES_NACIONALES/panorama_estatal_32.csv + BASES_NACIONALES/delitos_estatales_2015-2025/Estatal-Delitos-2015-2025_abr2026.csv,panorama_estatal_32.csv columnas serie_hd_2015..serie_hd_2025 fila clave_ent=9. base estatal única corte abr-2026 (11 años).,2025-12 (corte abr-2026),VERIFICADO_AGREGADO,Min: 709 · Max: 1396 · Var %: -45.5% del pico
E09-015,pagina-estado Ciudad de México · ranking nacional,#2 de 32,Ranking nacional total carpetas 2025 · Ciudad de México,BASES_NACIONALES/panorama_estatal_32.csv + BASES_NACIONALES/delitos_estatales_2015-2025/Estatal-Delitos-2015-2025_abr2026.csv,panorama_estatal_32.csv columna [sesnsp_2025_total].rank(ascending=False) → posición de clave_ent=9,2025-12 (corte abr-2026),VERIFICADO_AGREGADO,1 = mayor incidencia · 32 = menor
E09-016,pagina-estado Ciudad de México · ranking nacional,#14 de 32,Ranking nacional homicidio doloso 2025 · Ciudad de México,BASES_NACIONALES/panorama_estatal_32.csv + BASES_NACIONALES/delitos_estatales_2015-2025/Estatal-Delitos-2015-2025_abr2026.csv,panorama_estatal_32.csv columna [sesnsp_2025_hd].rank(ascending=False) → posición de clave_ent=9,2025-12 (corte abr-2026),VERIFICADO_AGREGADO,1 = mayor incidencia · 32 = menor
E09-017,pagina-estado Ciudad de México · ranking nacional,#2 de 32,Ranking nacional extorsión 2025 · Ciudad de México,BASES_NACIONALES/panorama_estatal_32.csv + BASES_NACIONALES/delitos_estatales_2015-2025/Estatal-Delitos-2015-2025_abr2026.csv,panorama_estatal_32.csv columna [sesnsp_2025_extorsion].rank(ascending=False) → posición de clave_ent=9,2025-12 (corte abr-2026),VERIFICADO_AGREGADO,1 = mayor incidencia · 32 = menor
E09-018,pagina-estado Ciudad de México · ranking nacional,#5 de 32,Ranking nacional feminicidio 2025 · Ciudad de México,BASES_NACIONALES/panorama_estatal_32.csv + BASES_NACIONALES/delitos_estatales_2015-2025/Estatal-Delitos-2015-2025_abr2026.csv,panorama_estatal_32.csv columna [sesnsp_2025_feminicidio].rank(ascending=False) → posición de clave_ent=9,2025-12 (corte abr-2026),VERIFICADO_AGREGADO,1 = mayor incidencia · 32 = menor
E09-019,pagina-estado Ciudad de México · ranking nacional,#1 de 32,Ranking nacional violencia familiar 2025 · Ciudad de México,BASES_NACIONALES/panorama_estatal_32.csv + BASES_NACIONALES/delitos_estatales_2015-2025/Estatal-Delitos-2015-2025_abr2026.csv,panorama_estatal_32.csv columna [sesnsp_2025_violencia_familiar].rank(ascending=False) → posición de clave_ent=9,2025-12 (corte abr-2026),VERIFICADO_AGREGADO,1 = mayor incidencia · 32 = menor
E09-020,pagina-estado Ciudad de México · panel RNPDNO,"5,846",RNPDNO desaparecidos activos · Ciudad de México · al 3-jun-2026,BASES_NACIONALES/panorama_estatal_32.csv + EXCEL - SEGURIDAD MORELOS/NUEVOS REPORTES DESAPARICIONES/activos_por_entidad.csv,panorama_estatal_32.csv columna [rnpdno_desaparecidos] fila clave_ent=9. Mapeo nombre INEGI → alias RNPDNO. Fuente primaria: dashboard oficial post-reforma RNPDNO.,2026-06-03,VERIFICADO_AGREGADO,
E09-021,pagina-estado Ciudad de México · panel RNPDNO,200,RNPDNO no localizados · Ciudad de México · al 3-jun-2026,BASES_NACIONALES/panorama_estatal_32.csv + EXCEL - SEGURIDAD MORELOS/NUEVOS REPORTES DESAPARICIONES/activos_por_entidad.csv,panorama_estatal_32.csv columna [rnpdno_no_localizados] fila clave_ent=9. Mapeo nombre INEGI → alias RNPDNO. Fuente primaria: dashboard oficial post-reforma RNPDNO.,2026-06-03,VERIFICADO_AGREGADO,
E09-022,pagina-estado Ciudad de México · panel RNPDNO,"16,277",RNPDNO localizados con vida · Ciudad de México · al 3-jun-2026,BASES_NACIONALES/panorama_estatal_32.csv + EXCEL - SEGURIDAD MORELOS/NUEVOS REPORTES DESAPARICIONES/activos_por_entidad.csv,panorama_estatal_32.csv columna [rnpdno_loc_con_vida] fila clave_ent=9. Mapeo nombre INEGI → alias RNPDNO. Fuente primaria: dashboard oficial post-reforma RNPDNO.,2026-06-03,VERIFICADO_AGREGADO,
E09-023,pagina-estado Ciudad de México · panel RNPDNO,828,RNPDNO localizados sin vida · Ciudad de México · al 3-jun-2026,BASES_NACIONALES/panorama_estatal_32.csv + EXCEL - SEGURIDAD MORELOS/NUEVOS REPORTES DESAPARICIONES/activos_por_entidad.csv,panorama_estatal_32.csv columna [rnpdno_loc_sin_vida] fila clave_ent=9. Mapeo nombre INEGI → alias RNPDNO. Fuente primaria: dashboard oficial post-reforma RNPDNO.,2026-06-03,VERIFICADO_AGREGADO,
E09-024,pagina-estado Ciudad de México · panel RNPDNO,"6,046",RNPDNO activos totales (desap + no loc) · Ciudad de México · al 3-jun-2026,BASES_NACIONALES/panorama_estatal_32.csv + EXCEL - SEGURIDAD MORELOS/NUEVOS REPORTES DESAPARICIONES/activos_por_entidad.csv,panorama_estatal_32.csv columna [rnpdno_activos_total] fila clave_ent=9. Mapeo nombre INEGI → alias RNPDNO. Fuente primaria: dashboard oficial post-reforma RNPDNO.,2026-06-03,VERIFICADO_AGREGADO,4.51% del nacional
E09-025,pagina-estado Ciudad de México · ranking nacional RNPDNO,#9 de 32,Ranking nacional desaparecidos activos · Ciudad de México,BASES_NACIONALES/panorama_estatal_32.csv + EXCEL - SEGURIDAD MORELOS/NUEVOS REPORTES DESAPARICIONES/activos_por_entidad.csv,panorama_estatal_32.csv columna [rnpdno_activos_total].rank(ascending=False) → posición clave_ent=9,2026-06-03,VERIFICADO_AGREGADO,1 = mayor número de activos · 32 = menor
E09-026,pagina-estado Ciudad de México · KPI 2026 parcial,"67,146",Carpetas SESNSP 2026 parcial (ene-abr) · Ciudad de México,BASES_NACIONALES/panorama_estatal_32.csv + BASES_NACIONALES/delitos_estatales_RNID_2026/RNID-Delitos_Estatal-2026-abr2026.csv,panorama_estatal_32.csv columna [sesnsp_2026_parcial_total] fila clave_ent=9. RNID estatal 2026 corte abr-2026 · sum(Enero..Abril) por Clave_Ent · CON desglose por subtipo,2026-04 (corte abr-2026),VERIFICADO_AGREGADO,"10.29% del nacional T1 (652,342). Ritmo anualizado ×3 = 201,438 → -4.3% vs total 2025. Con desglose completo por subtipo (RNID estatal)."
E09-027,pagina-estado Ciudad de México · denominador tasas,"9,183,658",Población a mitad de año 2025 · Ciudad de México,BASES_NACIONALES/panorama_estatal_32.csv + BASES_NACIONALES/poblacion_estatal_conapo.csv (CONAPO pry23 · conapo.segob.gob.mx),"CONAPO pry23 00_Pob_Mitad_1950_2070.csv · sum(POBLACION) WHERE ANIO=2025 AND CVE_GEO=9 (todas edades y sexos). Validado: suma 32 entidades == nacional CVE_GEO=0 (133,367,428 · diff 0)",2025 (proyección pry23),VERIFICADO_AGREGADO,Denominador oficial para todas las tasas /100K del estado
E09-028,pagina-estado Ciudad de México · KPI tasa,8.29,tasa homicidio doloso por 100K hab 2025 · Ciudad de México,BASES_NACIONALES/panorama_estatal_32.csv + BASES_NACIONALES/poblacion_estatal_conapo.csv (CONAPO pry23 · conapo.segob.gob.mx),"panorama [sesnsp_2025_hd] (761) / poblacion_2025 (9,183,658) × 100,000 = 8.29",2024,VERIFICADO_AGREGADO,Ranking nacional por tasa: #20 de 32 (1 = mayor tasa)
E09-029,pagina-estado Ciudad de México · KPI tasa,0.479,"tasa feminicidio por 100K hab 2025 (poblacion total, declarado) · Ciudad de México",BASES_NACIONALES/panorama_estatal_32.csv + BASES_NACIONALES/poblacion_estatal_conapo.csv (CONAPO pry23 · conapo.segob.gob.mx),"panorama [sesnsp_2025_feminicidio] (44) / poblacion_2025 (9,183,658) × 100,000 = 0.479",2024,VERIFICADO_AGREGADO,Ranking nacional por tasa: #17 de 32 (1 = mayor tasa)
E09-030,pagina-estado Ciudad de México · KPI tasa,2290.9,tasa total carpetas por 100K hab 2025 · Ciudad de México,BASES_NACIONALES/panorama_estatal_32.csv + BASES_NACIONALES/poblacion_estatal_conapo.csv (CONAPO pry23 · conapo.segob.gob.mx),"panorama [sesnsp_2025_total] (210,384) / poblacion_2025 (9,183,658) × 100,000 = 2290.9",2024,VERIFICADO_AGREGADO,Ranking nacional por tasa: #6 de 32 (1 = mayor tasa)
E09-031,pagina-estado Ciudad de México · KPI tasa,65.8,tasa desaparecidos activos por 100K hab · Ciudad de México,BASES_NACIONALES/panorama_estatal_32.csv + BASES_NACIONALES/poblacion_estatal_conapo.csv (CONAPO pry23 · conapo.segob.gob.mx),"panorama [rnpdno_activos_total] (6,046) / poblacion_2025 (9,183,658) × 100,000 = 65.8",2024,VERIFICADO_AGREGADO,Ranking nacional por tasa: #21 de 32 (1 = mayor tasa)
E09-032,pagina-estado Ciudad de México · KPI tasa,0.283,tasa secuestro por 100K hab 2025 · Ciudad de México,BASES_NACIONALES/panorama_estatal_32.csv + BASES_NACIONALES/poblacion_estatal_conapo.csv (CONAPO pry23 · conapo.segob.gob.mx),"panorama [sesnsp_2025_secuestro] (26) / poblacion_2025 (9,183,658) × 100,000 = 0.283",2024,VERIFICADO_AGREGADO,Ranking nacional por tasa: #13 de 32 (1 = mayor tasa)
E09-033,pagina-estado Ciudad de México · KPI tasa,367.1,tasa violencia familiar por 100K hab 2025 · Ciudad de México,BASES_NACIONALES/panorama_estatal_32.csv + BASES_NACIONALES/poblacion_estatal_conapo.csv (CONAPO pry23 · conapo.segob.gob.mx),"panorama [sesnsp_2025_violencia_familiar] (33,712) / poblacion_2025 (9,183,658) × 100,000 = 367.1",2024,VERIFICADO_AGREGADO,Ranking nacional por tasa: #4 de 32 (1 = mayor tasa)
E09-034,pagina-estado Ciudad de México · KPI tasa,22.88,tasa violacion (simple+equiparada) por 100K hab 2025 · Ciudad de México,BASES_NACIONALES/panorama_estatal_32.csv + BASES_NACIONALES/poblacion_estatal_conapo.csv (CONAPO pry23 · conapo.segob.gob.mx),"panorama [sesnsp_2025_violacion] (2,101) / poblacion_2025 (9,183,658) × 100,000 = 22.88",2024,VERIFICADO_AGREGADO,Ranking nacional por tasa: #8 de 32 (1 = mayor tasa)
E10-001,pagina-estado Durango · KPI,"18,333",total carpetas SESNSP 2025 · Durango,BASES_NACIONALES/panorama_estatal_32.csv + BASES_NACIONALES/delitos_estatales_2015-2025/Estatal-Delitos-2015-2025_abr2026.csv,"panorama_estatal_32.csv columna [sesnsp_2025_total] fila clave_ent=10. Derivado de groupby(Clave_Ent, Subtipo)['_total'].sum() sobre base estatal 2015-2025 · filtros exactos: ver script _construir_panorama_v3.py",2025-12 (corte abr-2026),VERIFICADO_AGREGADO,"0.91% del nacional (2,016,723 en 32 estados). Aparece en KPI de la página-estado."
E10-002,pagina-estado Durango · KPI,55,homicidio doloso 2025 · Durango,BASES_NACIONALES/panorama_estatal_32.csv + BASES_NACIONALES/delitos_estatales_2015-2025/Estatal-Delitos-2015-2025_abr2026.csv,"panorama_estatal_32.csv columna [sesnsp_2025_hd] fila clave_ent=10. Derivado de groupby(Clave_Ent, Subtipo)['_total'].sum() sobre base estatal 2015-2025 · filtros exactos: ver script _construir_panorama_v3.py",2025-12 (corte abr-2026),VERIFICADO_AGREGADO,"0.28% del nacional (19,987 en 32 estados). Aparece en KPI de la página-estado."
E10-003,pagina-estado Durango · tabla,205,homicidio culposo 2025 · Durango,BASES_NACIONALES/panorama_estatal_32.csv + BASES_NACIONALES/delitos_estatales_2015-2025/Estatal-Delitos-2015-2025_abr2026.csv,"panorama_estatal_32.csv columna [sesnsp_2025_hc] fila clave_ent=10. Derivado de groupby(Clave_Ent, Subtipo)['_total'].sum() sobre base estatal 2015-2025 · filtros exactos: ver script _construir_panorama_v3.py",2025-12 (corte abr-2026),VERIFICADO_AGREGADO,"1.21% del nacional (16,945 en 32 estados). Aparece en tabla de la página-estado."
E10-004,pagina-estado Durango · KPI,6,feminicidio 2025 · Durango,BASES_NACIONALES/panorama_estatal_32.csv + BASES_NACIONALES/delitos_estatales_2015-2025/Estatal-Delitos-2015-2025_abr2026.csv,"panorama_estatal_32.csv columna [sesnsp_2025_feminicidio] fila clave_ent=10. Derivado de groupby(Clave_Ent, Subtipo)['_total'].sum() sobre base estatal 2015-2025 · filtros exactos: ver script _construir_panorama_v3.py",2025-12 (corte abr-2026),VERIFICADO_AGREGADO,0.84% del nacional (711 en 32 estados). Aparece en KPI de la página-estado.
